"","GeneID","PATH","Annot"
"26348","PNPT1","00230","Purine metabolism"
"26349","PNPT1","00240","Pyrimidine metabolism"
"26350","PNPT1","03018","RNA degradation"
"26363","WNT3A","04310","Wnt signaling pathway"
"26364","WNT3A","04340","Hedgehog signaling pathway"
"26365","WNT3A","04916","Melanogenesis"
"26366","WNT3A","05200","Pathways in cancer"
"26367","WNT3A","05217","Basal cell carcinoma"
"26382","ABCC10","02010","ABC transporters"
"26383","FGD3","04810","Regulation of actin cytoskeleton"
"26386","MVB12B","04144","Endocytosis"
"26390","PLCZ1","00562","Inositol phosphate metabolism"
"26391","PLCZ1","01100","Metabolic pathways"
"26392","PLCZ1","04020","Calcium signaling pathway"
"26393","PLCZ1","04070","Phosphatidylinositol signaling system"
"26394","PLCZ1","04114","Oocyte meiosis"
"26408","UBE3B","04120","Ubiquitin mediated proteolysis"
"26435","HS6ST2","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"26447","UNC5A","04360","Axon guidance"
"26452","KLHL13","04120","Ubiquitin mediated proteolysis"
"26464","CTU1","04122","Sulfur relay system"
"26476","ATP6V1E2","00190","Oxidative phosphorylation"
"26477","ATP6V1E2","01100","Metabolic pathways"
"26478","ATP6V1E2","04145","Phagosome"
"26479","ATP6V1E2","04966","Collecting duct acid secretion"
"26480","ATP6V1E2","05110","Vibrio cholerae infection"
"26481","ATP6V1E2","05120","Epithelial cell signaling in Helicobacter pylori infection"
"26482","ATP6V1E2","05323","Rheumatoid arthritis"
"26514","TBL1Y","04310","Wnt signaling pathway"
"26519","SEC11C","03060","Protein export"
"26536","IL33","04623","Cytosolic DNA-sensing pathway"
"26540","ESAM","04514","Cell adhesion molecules"
"26541","ESAM","04670","Leukocyte transendothelial migration"
"26546","CREB3L1","04916","Melanogenesis"
"26547","CREB3L1","04962","Vasopressin-regulated water reabsorption"
"26548","CREB3L1","05016","Huntington disease"
"26549","CREB3L1","05215","Prostate cancer"
"26566","NUP210L","03013","Nucleocytoplasmic transport"
"26577","DERL3","04141","Protein processing in endoplasmic reticulum"
"26584","UAP1L1","00520","Amino sugar and nucleotide sugar metabolism"
"26585","UAP1L1","01100","Metabolic pathways"
"26628","ACY3","00250","Alanine, aspartate and glutamate metabolism"
"26629","ACY3","00340","Histidine metabolism"
"26630","IDI2","00900","Terpenoid backbone biosynthesis"
"26631","IDI2","01100","Metabolic pathways"
"26642","MYLK3","04020","Calcium signaling pathway"
"26643","MYLK3","04270","Vascular smooth muscle contraction"
"26644","MYLK3","04510","Focal adhesion"
"26645","MYLK3","04810","Regulation of actin cytoskeleton"
"26646","MYLK3","04971","Gastric acid secretion"
"26652","RFT1","00510","N-Glycan biosynthesis"
"26697","STRADA","04150","mTOR signaling pathway"
"26703","CRB3","04530","Tight junction"
"26708","CHMP4C","04144","Endocytosis"
"26711","LDHAL6B","00010","Glycolysis / Gluconeogenesis"
"26712","LDHAL6B","00270","Cysteine and methionine metabolism"
"26713","LDHAL6B","00620","Pyruvate metabolism"
"26714","LDHAL6B","00640","Propanoate metabolism"
"26715","LDHAL6B","01100","Metabolic pathways"
"26718","ATXN3L","04141","Protein processing in endoplasmic reticulum"
"26745","H2AC25","05322","Systemic lupus erythematosus"
"26748","IMP4","03008","Ribosome biogenesis in eukaryotes"
"26750","UBE2Q2","04120","Ubiquitin mediated proteolysis"
"26752","MARS2","00450","Selenocompound metabolism"
"26753","MARS2","00970","Aminoacyl-tRNA biosynthesis"
"26755","PEX11G","04146","Peroxisome"
"26758","B3GNT7","00533","Glycosaminoglycan biosynthesis - keratan sulfate"
"26759","NT5C1B","00230","Purine metabolism"
"26760","NT5C1B","00240","Pyrimidine metabolism"
"26761","NT5C1B","00760","Nicotinate and nicotinamide metabolism"
"26762","NT5C1B","01100","Metabolic pathways"
"26777","PIGM","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"26778","PIGM","01100","Metabolic pathways"
"26786","MVB12A","04144","Endocytosis"
"26790","MYL10","04510","Focal adhesion"
"26791","MYL10","04530","Tight junction"
"26792","MYL10","04670","Leukocyte transendothelial migration"
"26793","MYL10","04810","Regulation of actin cytoskeleton"
"26806","CACNA2D4","04010","MAPK signaling pathway"
"26807","CACNA2D4","04260","Cardiac muscle contraction"
"26808","CACNA2D4","05410","Hypertrophic cardiomyopathy"
"26809","CACNA2D4","05412","Arrhythmogenic right ventricular cardiomyopathy"
"26810","CACNA2D4","05414","Dilated cardiomyopathy"
"26817","TJAP1","04530","Tight junction"
"26819","ACP4","00740","Riboflavin metabolism"
"26846","PIGS","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"26847","PIGS","01100","Metabolic pathways"
"26854","POM121L2","03013","Nucleocytoplasmic transport"
"26859","FTMT","00860","Porphyrin metabolism"
"26886","ABCC12","02010","ABC transporters"
"26892","GNG8","04062","Chemokine signaling pathway"
"26894","H2AZ2","05322","Systemic lupus erythematosus"
"26897","PPP1R14A","04270","Vascular smooth muscle contraction"
"26910","TGS1","03013","Nucleocytoplasmic transport"
"26913","MYL12B","04510","Focal adhesion"
"26914","MYL12B","04530","Tight junction"
"26915","MYL12B","04670","Leukocyte transendothelial migration"
"26916","MYL12B","04810","Regulation of actin cytoskeleton"
"26918","EGLN2","05200","Pathways in cancer"
"26919","EGLN2","05211","Renal cell carcinoma"
"26920","EGLN3","05200","Pathways in cancer"
"26921","EGLN3","05211","Renal cell carcinoma"
"26926","SAT2","00330","Arginine and proline metabolism"
"26927","SAT2","01100","Metabolic pathways"
"26936","TUBA3E","04145","Phagosome"
"26937","TUBA3E","04540","Gap junction"
"26938","TUBA3E","05130","Pathogenic Escherichia coli infection"
"26942","STX1B","04130","SNARE interactions in vesicular transport"
"26960","PLCD3","00562","Inositol phosphate metabolism"
"26961","PLCD3","01100","Metabolic pathways"
"26962","PLCD3","04020","Calcium signaling pathway"
"26963","PLCD3","04070","Phosphatidylinositol signaling system"
"26973","CHST14","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"26977","SLC46A1","04977","Vitamin digestion and absorption"
"26982","SLC52A3","04977","Vitamin digestion and absorption"
"26986","AZIN2","00330","Arginine and proline metabolism"
"26987","AZIN2","01100","Metabolic pathways"
"26989","TUBA3D","04145","Phagosome"
"26990","TUBA3D","04540","Gap junction"
"26991","TUBA3D","05130","Pathogenic Escherichia coli infection"
"26994","CYP2U1","00590","Arachidonic acid metabolism"
"26995","CYP2U1","01100","Metabolic pathways"
"27008","DTX2","04330","Notch signaling pathway"
"27017","BUD23","00340","Histidine metabolism"
"27018","BUD23","00350","Tyrosine metabolism"
"27021","TXNRD3","00240","Pyrimidine metabolism"
"27022","TXNRD3","00450","Selenocompound metabolism"
"27048","NLRP3","04621","NOD-like receptor signaling pathway"
"27053","TIRAP","04620","Toll-like receptor signaling pathway"
"27088","GALNT13","00512","Mucin type O-glycan biosynthesis"
"27089","GALNT13","01100","Metabolic pathways"
"27136","SLC26A7","04971","Gastric acid secretion"
"27139","ATG4A","04140","Autophagy - animal"
"27162","TNFRSF13C","04060","Cytokine-cytokine receptor interaction"
"27163","TNFRSF13C","04672","Intestinal immune network for IgA production"
"27164","TNFRSF13C","05340","Primary immunodeficiency"
"27165","KIR3DL3","04612","Antigen processing and presentation"
"27171","RASGRP4","04010","MAPK signaling pathway"
"27215","ACSM1","00650","Butanoate metabolism"
"27216","ACSM1","01100","Metabolic pathways"
"27223","IL22RA2","04060","Cytokine-cytokine receptor interaction"
"27224","IL22RA2","04630","JAK-STAT signaling pathway"
"27229","GRIN3A","04080","Neuroactive ligand-receptor interaction"
"27230","GRIN3B","04080","Neuroactive ligand-receptor interaction"
"27238","APOA5","03320","PPAR signaling pathway"
"27253","SNAP47","04130","SNARE interactions in vesicular transport"
"27265","ACAP3","04144","Endocytosis"
"27266","ARAP2","04144","Endocytosis"
"27267","ARAP1","04144","Endocytosis"
"27268","AGAP2","04144","Endocytosis"
"27269","AGAP1","04144","Endocytosis"
"27279","SH2D1B","04650","Natural killer cell mediated cytotoxicity"
"27283","SSX2IP","04520","Adherens junction"
"27297","SLC16A10","04974","Protein digestion and absorption"
"27298","GALNT15","00512","Mucin type O-glycan biosynthesis"
"27299","GALNT15","01100","Metabolic pathways"
"27313","UBE2J2","04120","Ubiquitin mediated proteolysis"
"27314","UBE2J2","04141","Protein processing in endoplasmic reticulum"
"27315","UBE2J2","05012","Parkinson disease"
"27324","EXOSC6","03018","RNA degradation"
"27334","PSTK","00450","Selenocompound metabolism"
"27335","PSTK","00970","Aminoacyl-tRNA biosynthesis"
"27337","PIK3AP1","04662","B cell receptor signaling pathway"
"27353","GSTO2","00480","Glutathione metabolism"
"27354","GSTO2","00980","Metabolism of xenobiotics by cytochrome P450"
"27355","GSTO2","00982","Drug metabolism - cytochrome P450"
"27361","PNLIPRP3","00561","Glycerolipid metabolism"
"27362","PNLIPRP3","01100","Metabolic pathways"
"27365","OR52E2","04740","Olfactory transduction"
"27366","OR52J3","04740","Olfactory transduction"
"27367","OR51L1","04740","Olfactory transduction"
"27368","OR51A7","04740","Olfactory transduction"
"27369","OR51S1","04740","Olfactory transduction"
"27370","OR51F2","04740","Olfactory transduction"
"27371","OR52R1","04740","Olfactory transduction"
"27375","OR4C46","04740","Olfactory transduction"
"27377","OR4X2","04740","Olfactory transduction"
"27378","OR4B1","04740","Olfactory transduction"
"27379","OR52M1","04740","Olfactory transduction"
"27380","OR52K2","04740","Olfactory transduction"
"27382","OR5P2","04740","Olfactory transduction"
"27383","OR5P3","04740","Olfactory transduction"
"27390","CYP2R1","00100","Steroid biosynthesis"
"27391","CYP2R1","01100","Metabolic pathways"
"27405","OR8I2","04740","Olfactory transduction"
"27406","OR2D3","04740","Olfactory transduction"
"27407","OR2D2","04740","Olfactory transduction"
"27408","OR52W1","04740","Olfactory transduction"
"27409","OR56A4","04740","Olfactory transduction"
"27410","OR56A1","04740","Olfactory transduction"
"27414","LRRK2","05012","Parkinson disease"
"27423","OR10P1","04740","Olfactory transduction"
"27433","OR10AD1","04740","Olfactory transduction"
"27434","TPH2","00380","Tryptophan metabolism"
"27435","TPH2","01100","Metabolic pathways"
"27441","OR10A7","04740","Olfactory transduction"
"27447","H4C16","05322","Systemic lupus erythematosus"
"27467","CSNK1A1L","04310","Wnt signaling pathway"
"27468","CSNK1A1L","04340","Hedgehog signaling pathway"
"27470","RXFP2","04080","Neuroactive ligand-receptor interaction"
"27482","AK7","00230","Purine metabolism"
"27483","AK7","01100","Metabolic pathways"
"27492","ADSS1","00230","Purine metabolism"
"27493","ADSS1","00250","Alanine, aspartate and glutamate metabolism"
"27494","ADSS1","01100","Metabolic pathways"
"27500","PSMB11","03050","Proteasome"
"27501","OR4K14","04740","Olfactory transduction"
"27502","OR4L1","04740","Olfactory transduction"
"27503","OR11H6","04740","Olfactory transduction"
"27507","SOCS4","04630","JAK-STAT signaling pathway"
"27508","SOCS4","04910","Insulin signaling pathway"
"27509","SOCS4","04930","Type II diabetes mellitus"
"27521","ACOT4","01040","Biosynthesis of unsaturated fatty acids"
"27526","DEGS2","00600","Sphingolipid metabolism"
"27527","DEGS2","01100","Metabolic pathways"
"27532","MTFMT","00670","One carbon pool by folate"
"27533","MTFMT","00970","Aminoacyl-tRNA biosynthesis"
"27534","SLC51B","04976","Bile secretion"
"27535","TARS3","00970","Aminoacyl-tRNA biosynthesis"
"27544","PLA2G4E","00564","Glycerophospholipid metabolism"
"27545","PLA2G4E","00565","Ether lipid metabolism"
"27546","PLA2G4E","00590","Arachidonic acid metabolism"
"27547","PLA2G4E","00591","Linoleic acid metabolism"
"27548","PLA2G4E","00592","alpha-Linolenic acid metabolism"
"27549","PLA2G4E","01100","Metabolic pathways"
"27550","PLA2G4E","04010","MAPK signaling pathway"
"27551","PLA2G4E","04270","Vascular smooth muscle contraction"
"27552","PLA2G4E","04370","VEGF signaling pathway"
"27553","PLA2G4E","04664","Fc epsilon RI signaling pathway"
"27554","PLA2G4E","04666","Fc gamma R-mediated phagocytosis"
"27555","PLA2G4E","04730","Long-term depression"
"27556","PLA2G4E","04912","GnRH signaling pathway"
"27557","PLA2G4E","04972","Pancreatic secretion"
"27558","PLA2G4E","04975","Fat digestion and absorption"
"27559","PLA2G4E","05145","Toxoplasmosis"
"27566","ACSM2A","00650","Butanoate metabolism"
"27567","ACSM2A","01100","Metabolic pathways"
"27590","EARS2","00860","Porphyrin metabolism"
"27591","EARS2","00970","Aminoacyl-tRNA biosynthesis"
"27592","EARS2","01100","Metabolic pathways"
"27598","OR4D2","04740","Olfactory transduction"
"27599","MSI2","03015","mRNA surveillance pathway"
"27601","CANT1","00230","Purine metabolism"
"27602","CANT1","00240","Pyrimidine metabolism"
"27632","GGT6","00430","Taurine and hypotaurine metabolism"
"27633","GGT6","00460","Cyanoamino acid metabolism"
"27634","GGT6","00480","Glutathione metabolism"
"27635","GGT6","00590","Arachidonic acid metabolism"
"27636","GGT6","01100","Metabolic pathways"
"27643","AFMID","00380","Tryptophan metabolism"
"27644","AFMID","00630","Glyoxylate and dicarboxylate metabolism"
"27645","AFMID","01100","Metabolic pathways"
"27667","OR7D4","04740","Olfactory transduction"
"27668","OR7G1","04740","Olfactory transduction"
"27669","OR1M1","04740","Olfactory transduction"
"27670","COX6B2","00190","Oxidative phosphorylation"
"27671","COX6B2","01100","Metabolic pathways"
"27672","COX6B2","04260","Cardiac muscle contraction"
"27673","COX6B2","05010","Alzheimer disease"
"27674","COX6B2","05012","Parkinson disease"
"27675","COX6B2","05016","Huntington disease"
"27677","ACER1","00600","Sphingolipid metabolism"
"27678","ACER1","01100","Metabolic pathways"
"27683","OSCAR","04380","Osteoclast differentiation"
"27694","CPT1C","00071","Fatty acid degradation"
"27695","CPT1C","03320","PPAR signaling pathway"
"27696","CPT1C","04920","Adipocytokine signaling pathway"
"27718","NDUFA11","00190","Oxidative phosphorylation"
"27719","NDUFA11","01100","Metabolic pathways"
"27720","NDUFA11","05010","Alzheimer disease"
"27721","NDUFA11","05012","Parkinson disease"
"27722","NDUFA11","05016","Huntington disease"
"27725","OR1I1","04740","Olfactory transduction"
"27738","OR10H4","04740","Olfactory transduction"
"27753","B3GALT6","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"27754","B3GALT6","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"27755","B3GALT6","01100","Metabolic pathways"
"27764","H3C14","05322","Systemic lupus erythematosus"
"27771","OR2M5","04740","Olfactory transduction"
"27772","OR2M3","04740","Olfactory transduction"
"27773","OR2T12","04740","Olfactory transduction"
"27774","OR14C36","04740","Olfactory transduction"
"27775","OR2T34","04740","Olfactory transduction"
"27776","OR2T10","04740","Olfactory transduction"
"27777","OR2T4","04740","Olfactory transduction"
"27778","OR2T11","04740","Olfactory transduction"
"27781","ATP6V1G3","00190","Oxidative phosphorylation"
"27782","ATP6V1G3","01100","Metabolic pathways"
"27783","ATP6V1G3","04145","Phagosome"
"27784","ATP6V1G3","04966","Collecting duct acid secretion"
"27785","ATP6V1G3","05110","Vibrio cholerae infection"
"27786","ATP6V1G3","05120","Epithelial cell signaling in Helicobacter pylori infection"
"27787","ATP6V1G3","05323","Rheumatoid arthritis"
"27797","OR10J5","04740","Olfactory transduction"
"27814","OR2B11","04740","Olfactory transduction"
"27842","IQGAP3","04810","Regulation of actin cytoskeleton"
"27846","H2BC26","05322","Systemic lupus erythematosus"
"27851","OR10T2","04740","Olfactory transduction"
"27853","OR10X1","04740","Olfactory transduction"
"27854","OR10Z1","04740","Olfactory transduction"
"27856","OR6K6","04740","Olfactory transduction"
"27857","OR6N1","04740","Olfactory transduction"
"27904","CHMP4B","04144","Endocytosis"
"27905","PIGU","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"27906","PIGU","01100","Metabolic pathways"
"27923","NUP35","03013","Nucleocytoplasmic transport"
"27933","CMPK2","00240","Pyrimidine metabolism"
"27934","CMPK2","01100","Metabolic pathways"
"27935","MBOAT2","00561","Glycerolipid metabolism"
"27936","MBOAT2","00564","Glycerophospholipid metabolism"
"27937","MBOAT2","01100","Metabolic pathways"
"27943","NEU4","00511","Other glycan degradation"
"27944","NEU4","00600","Sphingolipid metabolism"
"27952","ACMSD","00380","Tryptophan metabolism"
"27953","ACMSD","01100","Metabolic pathways"
"27956","OR9A4","04740","Olfactory transduction"
"27963","AP1S3","04142","Lysosome"
"27965","SGPP2","00600","Sphingolipid metabolism"
"27966","ACVR1C","04350","TGF-beta signaling pathway"
"27978","GALM","00010","Glycolysis / Gluconeogenesis"
"28022","UROC1","00340","Histidine metabolism"
"28023","UROC1","01100","Metabolic pathways"
"28026","COL6A6","04510","Focal adhesion"
"28027","COL6A6","04512","ECM-receptor interaction"
"28028","COL6A6","04974","Protein digestion and absorption"
"28029","GRK7","04062","Chemokine signaling pathway"
"28030","GRK7","04144","Endocytosis"
"28031","GRK7","04744","Phototransduction"
"28035","METTL6","00340","Histidine metabolism"
"28036","METTL6","00350","Tyrosine metabolism"
"28042","GLYCTK","00260","Glycine, serine and threonine metabolism"
"28043","GLYCTK","00561","Glycerolipid metabolism"
"28044","GLYCTK","00630","Glyoxylate and dicarboxylate metabolism"
"28045","GLYCTK","01100","Metabolic pathways"
"28059","PABPC4L","03013","Nucleocytoplasmic transport"
"28060","PABPC4L","03015","mRNA surveillance pathway"
"28061","PABPC4L","03018","RNA degradation"
"28070","GNPDA2","00520","Amino sugar and nucleotide sugar metabolism"
"28071","GNPDA2","01100","Metabolic pathways"
"28084","ENPP6","00565","Ether lipid metabolism"
"28114","OR2Y1","04740","Olfactory transduction"
"28115","UBE2QL1","04120","Ubiquitin mediated proteolysis"
"28118","CMBL","01100","Metabolic pathways"
"28129","WDR36","03008","Ribosome biogenesis in eukaryotes"
"28135","ACOT12","00620","Pyruvate metabolism"
"28144","TAAR9","04080","Neuroactive ligand-receptor interaction"
"28145","TAAR1","04080","Neuroactive ligand-receptor interaction"
"28151","B3GAT2","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"28152","B3GAT2","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"28153","B3GAT2","01100","Metabolic pathways"
"28156","RAET1E","04650","Natural killer cell mediated cytotoxicity"
"28166","OR9A2","04740","Olfactory transduction"
"28170","OR2A14","04740","Olfactory transduction"
"28172","OR6B1","04740","Olfactory transduction"
"28173","OR2F2","04740","Olfactory transduction"
"28193","CLDN23","04514","Cell adhesion molecules"
"28194","CLDN23","04530","Tight junction"
"28195","CLDN23","04670","Leukocyte transendothelial migration"
"28196","CLDN23","05160","Hepatitis C"
"28205","VPS37A","04144","Endocytosis"
"28217","GPAT4","00561","Glycerolipid metabolism"
"28218","GPAT4","00564","Glycerophospholipid metabolism"
"28219","GPAT4","01100","Metabolic pathways"
"28220","UNC5D","04360","Axon guidance"
"28224","HGSNAT","00531","Glycosaminoglycan degradation"
"28225","HGSNAT","01100","Metabolic pathways"
"28226","HGSNAT","04142","Lysosome"
"28240","PIP5KL1","00562","Inositol phosphate metabolism"
"28241","PIP5KL1","01100","Metabolic pathways"
"28242","PIP5KL1","04144","Endocytosis"
"28243","TAF1L","03022","Basal transcription factors"
"28248","RPP25L","03008","Ribosome biogenesis in eukaryotes"
"28249","RPP25L","03013","Nucleocytoplasmic transport"
"28251","OR13C5","04740","Olfactory transduction"
"28252","OR13C8","04740","Olfactory transduction"
"28253","OR13C3","04740","Olfactory transduction"
"28254","OR13C4","04740","Olfactory transduction"
"28255","OR13F1","04740","Olfactory transduction"
"28257","OR1L8","04740","Olfactory transduction"
"28258","OR1N2","04740","Olfactory transduction"
"28259","OR1N1","04740","Olfactory transduction"
"28296","UPRT","00240","Pyrimidine metabolism"
"28297","UPRT","01100","Metabolic pathways"
"28334","MYL6B","04270","Vascular smooth muscle contraction"
"28385","DYNLL2","04962","Vasopressin-regulated water reabsorption"
"28387","UBE2F","04120","Ubiquitin mediated proteolysis"
"28407","RPL10L","03010","Ribosome"
"28421","NANP","00520","Amino sugar and nucleotide sugar metabolism"
"28422","NANP","01100","Metabolic pathways"
"28440","SIRPA","04380","Osteoclast differentiation"
"28441","PABPC5","03013","Nucleocytoplasmic transport"
"28442","PABPC5","03015","mRNA surveillance pathway"
"28443","PABPC5","03018","RNA degradation"
"28471","VTI1A","04130","SNARE interactions in vesicular transport"
"28482","PSMA8","03050","Proteasome"
"28483","OR52B4","04740","Olfactory transduction"
"28485","OR52I2","04740","Olfactory transduction"
"28486","OR51E1","04740","Olfactory transduction"
"28490","UBQLNL","04141","Protein processing in endoplasmic reticulum"
"28495","SESN3","04115","p53 signaling pathway"
"28496","PIWIL4","04320","Dorso-ventral axis formation"
"28508","OR10A5","04740","Olfactory transduction"
"28509","OR2AG1","04740","Olfactory transduction"
"28511","PRICKLE1","04310","Wnt signaling pathway"
"28512","AMDHD1","00340","Histidine metabolism"
"28513","AMDHD1","01100","Metabolic pathways"
"28517","ALG10B","00510","N-Glycan biosynthesis"
"28518","ALG10B","01100","Metabolic pathways"
"28555","HNRNPA1L2","03040","Spliceosome"
"28557","B3GLCT","00514","Other types of O-glycan biosynthesis"
"28561","RDH12","00830","Retinol metabolism"
"28562","RDH12","01100","Metabolic pathways"
"28608","NRG4","04012","ErbB signaling pathway"
"28646","MGAT5B","00510","N-Glycan biosynthesis"
"28647","MGAT5B","00514","Other types of O-glycan biosynthesis"
"28648","MGAT5B","01100","Metabolic pathways"
"28655","DNAH2","05016","Huntington disease"
"28674","EME1","03440","Homologous recombination"
"28747","TICAM1","04620","Toll-like receptor signaling pathway"
"28748","TICAM1","05142","Chagas disease"
"28749","TICAM1","05160","Hepatitis C"
"28774","CREB3L4","04916","Melanogenesis"
"28775","CREB3L4","04962","Vasopressin-regulated water reabsorption"
"28776","CREB3L4","05016","Huntington disease"
"28777","CREB3L4","05215","Prostate cancer"
"28790","UBE2U","04120","Ubiquitin mediated proteolysis"
"28824","IL23R","04060","Cytokine-cytokine receptor interaction"
"28825","IL23R","04630","JAK-STAT signaling pathway"
"28833","CLDN19","04514","Cell adhesion molecules"
"28834","CLDN19","04530","Tight junction"
"28835","CLDN19","04670","Leukocyte transendothelial migration"
"28836","CLDN19","05160","Hepatitis C"
"28871","IGSF5","04530","Tight junction"
"28872","IGSF5","05120","Epithelial cell signaling in Helicobacter pylori infection"
"28920","OR6B3","04740","Olfactory transduction"
"28927","GPAT2","00561","Glycerolipid metabolism"
"28928","GPAT2","00564","Glycerophospholipid metabolism"
"28929","GPAT2","01100","Metabolic pathways"
"28945","PLB1","00564","Glycerophospholipid metabolism"
"28946","PLB1","00565","Ether lipid metabolism"
"28947","PLB1","00590","Arachidonic acid metabolism"
"28948","PLB1","00591","Linoleic acid metabolism"
"28949","PLB1","00592","alpha-Linolenic acid metabolism"
"28950","PLB1","01100","Metabolic pathways"
"28951","PLB1","04977","Vitamin digestion and absorption"
"28976","GDF7","04350","TGF-beta signaling pathway"
"28985","UPP2","00240","Pyrimidine metabolism"
"28986","UPP2","00983","Drug metabolism - other enzymes"
"28987","UPP2","01100","Metabolic pathways"
"28992","DTX3L","04330","Notch signaling pathway"
"28995","SGO1","04114","Oocyte meiosis"
"29010","CCDC12","03040","Spliceosome"
"29082","ZMAT2","03040","Spliceosome"
"29105","RAET1L","04650","Natural killer cell mediated cytotoxicity"
"29110","MBOAT1","00561","Glycerolipid metabolism"
"29111","MBOAT1","00564","Glycerophospholipid metabolism"
"29112","MBOAT1","01100","Metabolic pathways"
"29124","ABCA13","02010","ABC transporters"
"29132","AMOTL1","04530","Tight junction"
"29147","ATP6V0E2","00190","Oxidative phosphorylation"
"29148","ATP6V0E2","01100","Metabolic pathways"
"29149","ATP6V0E2","04145","Phagosome"
"29150","ATP6V0E2","04966","Collecting duct acid secretion"
"29151","ATP6V0E2","05110","Vibrio cholerae infection"
"29152","ATP6V0E2","05120","Epithelial cell signaling in Helicobacter pylori infection"
"29153","ATP6V0E2","05323","Rheumatoid arthritis"
"29160","VPS37D","04144","Endocytosis"
"29174","RDH10","00830","Retinol metabolism"
"29175","RDH10","01100","Metabolic pathways"
"29200","KCNU1","04270","Vascular smooth muscle contraction"
"29217","OR1Q1","04740","Olfactory transduction"
"29265","AWAT2","00830","Retinol metabolism"
"29266","AWAT2","04977","Vitamin digestion and absorption"
"29273","H2BW1","05322","Systemic lupus erythematosus"
"29291","LDHAL6A","00010","Glycolysis / Gluconeogenesis"
"29292","LDHAL6A","00270","Cysteine and methionine metabolism"
"29293","LDHAL6A","00620","Pyruvate metabolism"
"29294","LDHAL6A","00640","Propanoate metabolism"
"29295","LDHAL6A","01100","Metabolic pathways"
"29304","ALDH1L2","00670","One carbon pool by folate"
"29313","DGKH","00561","Glycerolipid metabolism"
"29314","DGKH","00564","Glycerophospholipid metabolism"
"29315","DGKH","01100","Metabolic pathways"
"29316","DGKH","04070","Phosphatidylinositol signaling system"
"29341","SPRED1","04630","JAK-STAT signaling pathway"
"29357","NAGS","00330","Arginine and proline metabolism"
"29358","NAGS","01100","Metabolic pathways"
"29361","PHOSPHO1","00564","Glycerophospholipid metabolism"
"29362","PHOSPHO1","01100","Metabolic pathways"
"29382","OR7D2","04740","Olfactory transduction"
"29409","CALML6","04020","Calcium signaling pathway"
"29410","CALML6","04070","Phosphatidylinositol signaling system"
"29411","CALML6","04114","Oocyte meiosis"
"29412","CALML6","04270","Vascular smooth muscle contraction"
"29413","CALML6","04720","Long-term potentiation"
"29414","CALML6","04722","Neurotrophin signaling pathway"
"29415","CALML6","04740","Olfactory transduction"
"29416","CALML6","04744","Phototransduction"
"29417","CALML6","04910","Insulin signaling pathway"
"29418","CALML6","04912","GnRH signaling pathway"
"29419","CALML6","04916","Melanogenesis"
"29420","CALML6","04970","Salivary secretion"
"29421","CALML6","04971","Gastric acid secretion"
"29422","CALML6","05010","Alzheimer disease"
"29423","CALML6","05214","Glioma"
"29424","IFNLR1","04060","Cytokine-cytokine receptor interaction"
"29425","IFNLR1","04630","JAK-STAT signaling pathway"
"29468","GPR156","04080","Neuroactive ligand-receptor interaction"
"29471","CHST13","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"29472","CHST13","00920","Sulfur metabolism"
"29473","PRICKLE2","04310","Wnt signaling pathway"
"29475","AFG2A","03008","Ribosome biogenesis in eukaryotes"
"29486","SGMS2","00600","Sphingolipid metabolism"
"29487","SGMS2","01100","Metabolic pathways"
"29492","DCP2","03018","RNA degradation"
"29505","GALNTL5","00512","Mucin type O-glycan biosynthesis"
"29506","GALNTL5","01100","Metabolic pathways"
"29517","BHLHA15","04950","Maturity onset diabetes of the young"
"29527","IDO2","00380","Tryptophan metabolism"
"29528","IDO2","01100","Metabolic pathways"
"29529","IDO2","05143","African trypanosomiasis"
"29558","DHX36","03018","RNA degradation"
"29609","COX7B2","00190","Oxidative phosphorylation"
"29610","COX7B2","01100","Metabolic pathways"
"29611","COX7B2","04260","Cardiac muscle contraction"
"29612","COX7B2","05010","Alzheimer disease"
"29613","COX7B2","05012","Parkinson disease"
"29614","COX7B2","05016","Huntington disease"
"29664","PTCRA","04330","Notch signaling pathway"
"29667","POLR3H","00230","Purine metabolism"
"29668","POLR3H","00240","Pyrimidine metabolism"
"29669","POLR3H","01100","Metabolic pathways"
"29670","POLR3H","03020","RNA polymerase"
"29671","POLR3H","04623","Cytosolic DNA-sensing pathway"
"29682","B3GNT6","00512","Mucin type O-glycan biosynthesis"
"29683","B3GNT6","01100","Metabolic pathways"
"29711","IMMP1L","03060","Protein export"
"29712","OR56B4","04740","Olfactory transduction"
"29717","DTX3","04330","Notch signaling pathway"
"29729","DCP1B","03018","RNA degradation"
"29735","PAOX","04146","Peroxisome"
